63381273,PROGRESS138 KV  T1,Ohio Power Company 
65732129,PROGRESS138 KV  XT2 LOAD,Ohio Power Company 
65732131,STEUBENV69 KV   LOAD1,Ohio Power Company 
65732133,TIDD_AEP69 KV   LOAD1,Ohio Power Company 
67719553,BLENDON 138 KV  T3,Ohio Power Company 
67719555,CONESVIL138 KV  RAT4,Ohio Power Company 
67719557,CONESVIL138 KV  RAT5-6,Ohio Power Company 
67719571,SAWMILL 138 KV  T4,Ohio Power Company 
67719573,STRABURG138 KV  T1LOAD,Ohio Power Company 
71856505,ADENA   69 KV   T1,Ohio Power Company 
71856507,CENTALUM138 KV  LD1,Ohio Power Company 
71856509,CENTALUM138 KV  LD2,Ohio Power Company 
71856511,CENTALUM138 KV  LD3,Ohio Power Company 
71856513,CENTALUM138 KV  LD4,Ohio Power Company 
74008651,GREIF   138 KV  T1LOAD,Ohio Power Company 
74008653,GREIF   138 KV  T2LOAD,Ohio Power Company 
76427725,STI&MKEN 138 KV  LD1,Ohio Power Company 
76427727,STI&MKEN 138 KV  LD2,Ohio Power Company 
76427729,STI&MKEN 138 KV  LD3,Ohio Power Company 
76427731,STI&MKEN 138 KV  LD4,Ohio Power Company 
